SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,Contract_encoded,AvgCharges,clv,is_long_term,NumServices,time_to_churn,CampaignResponse,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,LoyaltyClass_Mid,LoyaltyClass_New,LoyaltyClass_nan,RevenueSegment_Low,RevenueSegment_Medium,clv_segment_1,clv_segment_2,churn_probability,RiskSegment
0,68,70.95,4741.45,0,2,69.72720588235293,4824.6,1,5,68,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.048468298436518405,Low
0,38,102.6,4009.2,0,0,105.50526315789473,3898.7999999999997,1,5,38,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6683444130041086,High
0,17,85.35,1463.45,1,0,86.08529411764707,1450.9499999999998,1,3,17,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.42263798369822014,Medium
0,48,106.1,5082.8,1,1,105.89166666666667,5092.799999999999,1,5,48,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26493999517940314,Low
0,1,43.8,43.8,0,0,43.8,43.8,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5293688688849851,Medium
0,63,59.0,3707.6,0,2,58.85079365079365,3717.0,1,5,63,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.060659848348892466,Low
0,3,69.95,220.45,0,1,73.48333333333333,209.85000000000002,0,4,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.41081372059212384,Medium
0,48,24.35,1133.7,0,1,23.618750000000002,1168.8000000000002,1,1,48,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04792186861403685,Low
0,66,29.45,1983.15,0,1,30.047727272727276,1943.7,1,1,66,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.050016444922828494,Low
0,68,84.4,5746.75,0,2,84.51102941176471,5739.200000000001,1,3,68,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.062438226743339514,Low
0,17,45.05,770.6,1,0,45.32941176470588,765.8499999999999,1,1,17,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.30145753014172455,Medium
0,7,20.65,134.05,0,1,19.150000000000002,144.54999999999998,0,1,7,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.06247808225915741,Low
0,72,87.1,6230.1,0,2,86.52916666666667,6271.2,1,7,72,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.042130397594298145,Low
0,29,19.85,573.05,0,0,19.760344827586206,575.6500000000001,1,1,29,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05273450233886522,Low
0,37,90.35,3419.3,0,0,92.41351351351352,3342.95,1,4,37,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3885621880155596,Medium
0,34,109.8,3587.25,1,0,105.50735294117646,3733.2,1,6,34,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27274718299802825,Low
0,42,84.65,3541.35,1,0,84.31785714285714,3555.3,1,2,42,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5789448058124299,Medium
0,59,65.5,3801.3,0,1,64.42881355932204,3864.5,1,4,59,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.04556583236870428,Low
0,11,79.5,868.5,1,0,78.95454545454545,874.5,0,2,11,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.576536730998178,Medium
0,60,80.95,4859.1,0,0,80.985,4857.0,1,2,60,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.15667942599083154,Low
0,27,56.15,1439.35,0,0,53.30925925925926,1516.05,1,3,27,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0813685430945567,Low
0,1,85.8,85.8,1,0,85.8,85.8,0,2,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7964589102774231,High
0,1,79.1,79.1,1,0,79.1,79.1,0,2,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8204881433525851,High
0,17,34.4,592.75,0,0,34.86764705882353,584.8,1,2,17,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14257552692737466,Low
0,58,20.75,1185.95,0,2,20.44741379310345,1203.5,1,1,58,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04128702684124005,Low
0,1,18.8,18.8,0,1,18.8,18.8,0,1,1,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.09563853885920369,Low
0,3,44.3,134.5,1,0,44.833333333333336,132.89999999999998,0,1,3,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.35268573139522874,Medium
0,53,90.8,4921.2,0,0,92.85283018867923,4812.4,1,4,53,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19882941301021453,Low
0,35,25.6,901.25,0,0,25.75,896.0,1,1,35,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06557517965008872,Low
0,50,105.95,5341.8,1,0,106.836,5297.5,1,5,50,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32488595971702744,Medium
0,68,70.8,4859.95,0,2,71.46985294117647,4814.4,1,4,68,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.04836670867427507,Low
0,47,25.4,1139.2,0,0,24.238297872340425,1193.8,1,1,47,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06148909590221842,Low
0,65,108.8,7082.45,0,0,108.96076923076923,7072.0,1,5,65,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.278498532018262,Low
0,5,69.75,324.6,1,0,64.92,348.75,0,1,5,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6968020292966827,High
0,51,94.65,4812.75,1,0,94.36764705882354,4827.150000000001,1,3,51,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5826042193920039,Medium
0,46,96.05,4399.5,1,0,95.6413043478261,4418.3,1,3,46,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.46110275747884233,Medium
0,9,76.85,663.55,0,0,73.72777777777777,691.65,0,1,9,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7052553764146808,High
0,8,20.25,174.65,0,2,21.83125,162.0,0,1,8,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.05534185792368342,Low
0,14,24.8,321.7,0,1,22.978571428571428,347.2,1,1,14,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.059523554035258115,Low
0,45,115.65,5125.5,0,0,113.9,5204.25,1,7,45,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29441208656209256,Low
0,8,74.6,548.9,0,0,68.6125,596.8,0,1,8,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6296202872701661,High
0,1,50.15,50.15,1,0,50.15,50.15,0,2,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.48701164178681766,Medium
0,66,103.15,7031.3,0,1,106.53484848484848,6807.900000000001,1,6,66,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10805376545489563,Low
0,72,72.1,5016.65,0,2,69.67569444444445,5191.2,1,5,72,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.04414395524299915,Low
0,41,113.6,4594.95,1,0,112.07195121951219,4657.599999999999,1,7,41,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4094520826537842,Medium
0,23,25.1,611.45,0,2,26.584782608695654,577.3000000000001,1,1,23,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.044562122194662455,Low
0,29,78.9,2384.15,1,0,82.21206896551725,2288.1000000000004,1,2,29,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5116380340622818,Medium
0,4,80.15,319.85,0,0,79.9625,320.6,0,2,4,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6927810235529871,High
0,6,25.4,153.3,0,2,25.55,152.39999999999998,0,1,6,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.054072379175436246,Low
0,67,105.4,7035.6,0,1,105.0089552238806,7061.8,1,6,67,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10196666808632728,Low
0,7,45.75,344.2,0,0,49.17142857142857,320.25,0,1,7,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2528880565635974,Low
0,56,24.45,1431.65,0,1,25.56517857142857,1369.2,1,1,56,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04544352899521929,Low
0,72,25.0,1849.2,0,2,25.683333333333334,1800.0,1,1,72,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.038807918154056875,Low
0,72,85.25,6083.1,0,2,84.48750000000001,6138.0,1,6,72,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05121692255929892,Low
0,23,19.6,426.65,0,2,18.55,450.8,1,1,23,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.041337681007795155,Low
0,35,50.15,1655.35,0,0,47.29571428571428,1755.25,1,1,35,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.07145066985198996,Low
0,27,70.55,1943.9,0,0,71.9962962962963,1904.85,1,1,27,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3875766393230367,Medium
0,26,60.05,1616.15,1,0,62.159615384615385,1561.3,1,3,26,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.13976864344578574,Low
0,12,26.4,314.95,0,1,26.245833333333334,316.79999999999995,0,1,12,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.059660279462623596,Low
0,40,20.15,804.85,0,2,20.12125,806.0,1,1,40,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04150316222129885,Low
0,7,58.85,465.7,0,0,66.52857142857142,411.95,0,5,7,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2062699537433976,Low
0,70,97.55,6669.05,0,0,95.27214285714285,6828.5,1,4,70,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14088314628568452,Low
0,60,19.65,1161.75,0,2,19.3625,1179.0,1,1,60,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04269998864930337,Low
0,39,25.25,947.75,0,1,24.30128205128205,984.75,1,0,39,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0722443819694468,Low
0,72,114.45,8375.05,0,2,116.32013888888888,8240.4,1,7,72,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.046378384345529156,Low
0,1,34.7,34.7,1,0,34.7,34.7,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7462057219976438,High
0,54,70.7,3770.0,0,1,69.81481481481481,3817.8,1,4,54,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.06823332812371867,Low
0,3,85.3,264.8,1,0,88.26666666666667,255.89999999999998,0,2,3,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8175600656888621,High
0,63,75.55,4707.85,0,2,74.72777777777779,4759.65,1,6,63,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.046422475414661345,Low
0,71,84.8,6152.4,0,2,86.65352112676055,6020.8,1,3,71,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0642604557864738,Low
0,42,20.65,958.1,0,1,22.811904761904763,867.3,1,1,42,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04450553607737476,Low
0,47,20.45,943.0,0,2,20.06382978723404,961.15,1,1,47,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04052602941757517,Low
0,66,102.45,6615.15,1,1,100.22954545454544,6761.7,1,5,66,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15263146076422124,Low
0,21,104.4,2200.25,1,0,104.77380952380952,2192.4,1,5,21,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6241227377504577,High
0,11,35.65,425.1,0,0,38.64545454545455,392.15,0,2,11,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.38781744744833757,Medium
0,1,99.75,99.75,1,0,99.75,99.75,0,4,1,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8433491957686159,High
0,55,90.45,5044.8,0,0,91.72363636363637,4974.75,1,4,55,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18246682609360054,Low
0,69,97.65,6743.55,0,2,97.73260869565217,6737.85,1,5,69,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07207371431964653,Low
0,3,73.85,196.4,0,0,65.46666666666667,221.54999999999998,0,2,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.608371598413119,High
0,4,74.4,299.7,1,0,74.925,297.6,0,5,4,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5325404882207625,Medium
0,30,69.1,2093.9,0,2,69.79666666666667,2073.0,1,4,30,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.05663976585880878,Low
0,5,82.75,417.75,0,0,83.55,413.75,0,3,5,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7588422197944564,High
0,71,24.4,1725.4,0,2,24.301408450704226,1732.3999999999999,1,1,71,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.039237334166457236,Low
0,29,55.25,1620.2,0,1,55.86896551724138,1602.25,1,2,29,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.06802244364387063,Low
0,52,61.35,3169.55,0,0,60.95288461538462,3190.2000000000003,1,3,52,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0756178272385474,Low
0,68,76.75,5233.25,0,1,76.9595588235294,5219.0,1,5,68,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.06543336903854399,Low
0,46,19.4,967.85,0,2,21.04021739130435,892.4,1,1,46,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04035998106241457,Low
0,8,54.75,438.05,0,0,54.75625,438.0,0,2,8,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3165189249481291,Medium
0,72,19.7,1421.9,0,2,19.748611111111114,1418.3999999999999,1,1,72,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.038862940535933164,Low
0,17,19.9,323.15,0,1,19.008823529411764,338.29999999999995,1,1,17,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04981598380959514,Low
0,3,107.95,318.6,0,0,106.2,323.85,0,6,3,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6927399763221956,High
0,2,83.8,163.7,0,0,81.85,167.6,0,3,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7375915106727003,High
0,9,74.25,639.65,1,0,71.07222222222222,668.25,0,2,9,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5222225860284178,Medium
0,51,56.4,2928.5,0,1,57.42156862745098,2876.4,1,4,51,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.08537269114996755,Low
